Event	ID	Name			Wwise Object Path	Notes
	303628970	Play_SFX_spell_charging			\Default Work Unit\Play_SFX_spell_charging	
	363031598	Play_SFX_GameOver			\Default Work Unit\Play_SFX_GameOver	
	1039124969	Play_light_fire			\Default Work Unit\Play_light_fire	
	1117141914	Play_SFX_UI_back			\Default Work Unit\Play_SFX_UI_back	
	1139882387	Play_Combat_Playlist			\Default Work Unit\Play_Combat_Playlist	
	1188897697	Play_SFX_PlayerGetsHit			\Default Work Unit\Play_SFX_PlayerGetsHit	
	1260596673	Play_dragonWingLeft			\Default Work Unit\Play_dragonWingLeft	
	2084793062	Play_Dragon_Roar			\Default Work Unit\Play_Dragon_Roar	
	2484137795	Play_SFX_UI_Select			\Default Work Unit\Play_SFX_UI_Select	
	2545938451	Play_Footsteps_random			\Default Work Unit\Play_Footsteps_random	
	2607860660	Play_dragonWingRight			\Default Work Unit\Play_dragonWingRight	
	2808440905	Play_SFX_UI_browse			\Default Work Unit\Play_SFX_UI_browse	
	3118224692	Play_Menu_Music_Playlist			\Default Work Unit\Play_Menu_Music_Playlist	
	3158438924	Play_Explore_Playlist			\Default Work Unit\Play_Explore_Playlist	
	3300599549	Play_SFX_spell_cast_randomContainer			\Default Work Unit\Play_SFX_spell_cast_randomContainer	
	4214097601	Play_dragonFlyUp			\Default Work Unit\Play_dragonFlyUp	
	4256373713	Play_Tutorial_Playlist			\Default Work Unit\Play_Tutorial_Playlist	

Effect plug-ins	ID	Name	Type				Notes
	1416967478	All_Buttons_IN	Wwise Compressor			
	3164629247	Holy	Wwise RoomVerb			
	3442768367	Hall_Large_Dark	Wwise RoomVerb			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	6346227	185 Bass STEM	X:\Games\TrialsOfFire\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Mac\SFX\Explore\185 Bass STEM_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Explore Playlist\Explore\185 Bass STEM		7275888
	15033305	Fire Ball Spell_4	X:\Games\TrialsOfFire\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Mac\SFX\Fire Ball Spell_4_1A1DA218.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_spell_cast\Fire Ball Spell_4		182472
	19289574	leftWing_4	X:\Games\TrialsOfFire\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Mac\SFX\leftWing_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\dragonWingLeft\leftWing_4		131824
	25459817	181 Woodwinds STEM	X:\Games\TrialsOfFire\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Mac\SFX\Combat\181 Woodwinds STEM_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Combat Playlist\Combat Main\181 Woodwinds STEM		7275888
	84612645	footstep_5	X:\Games\TrialsOfFire\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Mac\SFX\footsteps\footstep_5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps_random\footsteps\footstep_5		74632
	88592453	SFX_UI_Select	X:\Games\TrialsOfFire\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Mac\SFX\uiSelect_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_UI_Select		436156
	90239557	rightWing_1	X:\Games\TrialsOfFire\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Mac\SFX\rightWing_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\dragonWingRight\rightWing_1		202916
	174776349	footstep_4	X:\Games\TrialsOfFire\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Mac\SFX\footsteps\footstep_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps_random\footsteps\footstep_4		74632
	209831597	SFX_UI_browse	X:\Games\TrialsOfFire\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Mac\SFX\uiHover_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_UI_browse		182632
	214820739	Fire Ball Spell_2	X:\Games\TrialsOfFire\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Mac\SFX\Fire Ball Spell_2_9EF3ABDF.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_spell_cast\Fire Ball Spell_2		182472
	223839823	rightWing_4	X:\Games\TrialsOfFire\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Mac\SFX\rightWing_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\dragonWingRight\rightWing_4		152212
	266605098	dragon_grown_3	X:\Games\TrialsOfFire\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Mac\SFX\dragon_grown_3_BB3D636D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dragon_Roar\dragon_grown_3		920172
	285943488	SFX_UI_back	X:\Games\TrialsOfFire\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Mac\SFX\uiBack_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_UI_back		142068
	316997235	rightWing_2	X:\Games\TrialsOfFire\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Mac\SFX\rightWing_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\dragonWingRight\rightWing_2		197844
